Loc Code,Cons Party Code,Party Name,Mobile No,Type,Oct 2017,Nov 2017,Dec 2017,Jan 2018,Feb 2018,Mar 2018,Last 6 Months Total,Monthly Avg,APR_2018,MAY_2018,JUN_2018,Q1-1819 AVG,JUL_2018,AUG_2018,SEP_2018,OCT_2018,NOV_2018,DEC     Target,As on 18TH,Balance,% Achieved,MSGA,O/S,Days,Inv Billed,Payment Rcvd
ANE,WKA0218268,RADHAS GARAGE,9980036706,IW,0.6518041,0.4124342,0.3453466,0.6472166,0.4025946,0.3993419,2.858738,0.476456333333333,0.8246036,0.7143583,0.6787438,0.739235233333333,0.6202545,0.6244911,0.4253672,0.6737605,0.7349239,0.7043422,0.4614626,0.2428796,0.655168183874259,0.0073437
ANE,WKA0209255,STAR STROKE MOTORS,9342833522,IW,0.097955,0.2178324,0.3644105,0.1808393,0.2366346,0.4649096,1.5625814,0.260430233333333,0.0886821,0.3113862,0.3042216,0.2347633,0.0423049,0.0536175,0.2517823,0.1532586,0.1427522,0.1480054,0.1151089,0.0328965000000001,0.777734461039935,0
ANE,WKA0232544,SPEEDWAY AUTOMOBILES,9481447263,IW,0.1521069,0.3229759,0.1209267,0.115321,0.4723756,0.3685836,1.5522897,0.25871495,0.1495237,0.1067686,0.2574645,0.171252266666667,0.2923124,0.1165164,0.1620769,0.2600682,0.3522028,0.3061355,0.2695313,0.0366042,0.880431377608935,0.002125
ANE,WKA0209288,MABENS MARUTI SERVICE CENTER,9845081150,IW,0.2374605,0.167928,0.1360865,0.4223584,0.2596638,0.2418726,1.4653698,0.2442283,0.2909058,0.017314,0.0469991,0.1184063,0.1304627,0.2003569,0.0023728,0.1595287,0.0851619,0.1223453,0.0982885,0.0240568,0.803369643133001,0
ANE,WKA0256320,MAHABOOB AUTO WORKS,9342962560,IW,0.084418,0.0632052,0.4321462,0.4764311,0.2240171,0.1068886,1.3871062,0.231184366666667,0.0548837,0.0278666,0.0641809,0.0489770666666667,0.0684943,0.0726098,0.0846853,0.0366383,0.6018578,0.31924805,0.0308689,0.28837915,0.0966925248251321,0
ANE,WKA0263093,SRI GANESHA AUTO WORKS,9845755081,IW,0.0144643,0.0036716,0.3275334,0.5315981,0.1053699,0.0587535,1.0413908,0.173565133333333,0.0974955,0.0572239,0.0371378,0.0639524,0.1285988,0.1590475,0.0880873,0.0525433,0.6445914,0.34856735,0.025695,0.32287235,0.0737160264723589,0
ANE,TKA0205487,RAVI AUTOMOBILES,9886803797,TRADERS,0.1181196,0.3711368,0.1247305,0.0170248,0.1029868,0.110792,0.8447905,0.140798416666667,0.0720751,0.0288971,0.0082078,0.0363933333333333,0.0392472,0.0160574,0.006505,0.0874705,0.1605606,0.12401555,0.1333678,-0.00935224999999998,1.07541191407045,0.0015234
ANE,WKA0275827,S MARIADASS AUTO GARAGE,9900654413,IW,0.3443404,0.1254371,0.1575218,0.0436551,0.0802013,0.0848084,0.8359641,0.13932735,0.11296,0.0616013,0.0471684,0.0739099,0.1049922,0.0311413,0.0375327,0.0274611,0.0678657,0.0476634,0,0.0476634,0,0
ANE,WKA0207590,BANGALORE MOTOR WORKS,9844086843,IW,0.1858382,0.1500727,0.237662,0.0777088,0.1134765,0.0546396,0.8193978,0.1365663,0.1659351,0.0594678,0.013988,0.0797969666666667,0.0061882,0.0164685,0.0669435,0.0027118,0.1285791,0.06564545,0.0109202,0.05472525,0.1663512094136,0
ANE,WKA020153364,JOEMON AUTO WORK,9686733779,IW,,0.1328047,0.3079782,0.1486581,0.0155712,0.1963029,0.8013151,0.133552516666667,0.1919403,0.249632,0.1855625,0.209044933333333,0.1315998,0.1990828,0.0931868,0.345947,0.2878065,0.31687675,0.1011869,0.21568985,0.319325731534421,0
ANE,WKA0209256,SUPREME CARS,9845159329,IW,0.0454763,0.0917452,0.2258694,0.1039625,0.0871661,0.1282234,0.6824429,0.113740483333333,0.0292577,0.1569014,0.0521622,0.0794404333333333,0.1429386,0.1366751,0.0114141,0.0178308,0.1039285,0.06087965,0.0501956,0.01068405,0.824505397123669,0
ANE,WKA0256319,GENERAL AUTO WORKS,9448050714,IW,0.0194275,0.0324054,0.176944,0.1187419,0.1584423,0.1541066,0.6600677,0.110011283333333,0.0932755,0.0724103,0.0817677,0.0824845,0.2221407,0.1763559,0.0887761,0.0872166,0.207263,0.1472398,0.0302648,0.116975,0.205547684797181,0.0039203
ANE,WKA0206706,JOEMON AUTO WORKS,9880076051,IW,0.0128786,0.1945576,0.0844049,0.1571523,0.1698876,,0.618881,0.103146833333333,0,0,0.0027796,0.000926533333333333,0,0.0800533,0.0019531,0,0,0,0,0,,0
ANE,WKA0240948,MAMATHA AUTO GARAGE,9448181806,IW,0.152681,0.1926676,0.0161701,0.0620386,0.1240374,0.0508909,0.5984856,0.0997476,0.1021823,0.0765709,0.1150402,0.0979311333333333,0.1935352,0.2337445,0.0187706,0.0923528,0.1046428,0.0984978,0.0062219,0.0922759,0.0631679083187645,0
ANE,WKA0206701,RAJUS GARAGE,9342824630,IW,0.0727342,,0.0057031,0.4964725,0.0022491,0.0032461,0.580405,0.0967341666666667,0.1341353,0.1274138,0.0579602,0.1065031,0.000289,0.0461629,0.0241161,0.0008203,1.2592124,0.63001635,0.0663601,0.56365625,0.105330758479522,0
ANE,WKA0232554,PERFECT AUTO MECH RAVI,9448557579,IW,0.1318882,0.1102606,0.1463519,0.0387948,0.0749308,0.0570373,0.5592636,0.0932106,0.0384897,0.030066,0.1715377,0.0800311333333334,0.0680205,0.0495629,0.0580924,0.0634652,0.1111819,0.08732355,0.0445959,0.04272765,0.510697286127282,0
